sample	ID	Region	Identity	Product	Organism
LS-63	NODE_18_length_159823_cov_17.5	BGC0000286: 17-17862	0.43136666092021825	['Polyketide']	Streptomyces sp. KO-3988
LS-63	NODE_18_length_159823_cov_17.5	BGC0000767: 708-22961	0.4392825655000677	['Saccharide']	Lactobacillus johnsonii
LS-63	NODE_18_length_159823_cov_17.5	BGC0002309: 0-2466	0.42129486592992904	['Terpene']	Streptomyces cattleya NRRL 8057 = DSM 46488
LS-63	NODE_18_length_159823_cov_17.5	BGC0000730: 151-21786	0.4577865645850389	['Saccharide']	Klebsiella pneumoniae
LS-63	NODE_18_length_159823_cov_17.5	BGC0000731: 151-19654	0.4577865645850389	['Saccharide']	Klebsiella pneumoniae
LS-63	NODE_18_length_159823_cov_17.5	BGC0002221: 391-40725	0.41963412277761947	['Terpene']	Serpula lacrymans var. lacrymans S7.9
LS-63	NODE_18_length_159823_cov_17.5	BGC0002736: 3-5057	0.4192166202343247	['Terpene']	Aspergillus terreus NIH2624
LS-63	NODE_18_length_159823_cov_17.5	BGC0002610: 0-6468	0.4183787764709534	['Terpene']	Aspergillus stellatus
LS-63	NODE_18_length_159823_cov_17.5	BGC0001910: 237-11923	0.4158419130427998	['Terpene']	Streptomyces cyslabdanicus
LS-63	NODE_18_length_159823_cov_17.5	BGC0001911: 591-10299	0.4137000565967187	['Terpene']	Streptomyces anulatus
LS-63	NODE_18_length_159823_cov_17.5	BGC0000677: 120-4940	0.40977702529955856	['Terpene']	Streptomyces melanosporofaciens
LS-63	NODE_18_length_159823_cov_17.5	BGC0000788: 204-21355	0.4852952968882036	['Saccharide']	Salmonella enterica subsp. salamae serovar Greenside
LS-63	NODE_18_length_159823_cov_17.5	BGC0001586: 0-19073	0.45114737878039063	['Saccharide']	Pseudomonas stutzeri
LS-63	NODE_18_length_159823_cov_17.5	BGC0000801: 335-31097	0.40977702529955856	['Saccharide']	Sinorhizobium meliloti
LS-63	NODE_37_length_136387_cov_46.8	BGC0001387: 150-29437	0.431759428453798	['Other']	Streptomyces calvus
LS-63	NODE_47_length_126828_cov_34.3	BGC0000647: 251-2872	0.43371263676379795	['Terpene']	Rhodobacter sphaeroides
LS-63	NODE_47_length_126828_cov_34.3	BGC0000648: 1057-11443	0.45707545219286944	['Terpene']	Myxococcus xanthus
LS-63	NODE_47_length_126828_cov_34.3	BGC0002283: 0-4572	0.44173723294832024	['Terpene']	Serratia plymuthica
LS-63	NODE_47_length_126828_cov_34.3	BGC0001361: 0-4580	0.4406073844828075	['Terpene']	Serratia plymuthica 4Rx13
LS-63	NODE_47_length_126828_cov_34.3	BGC0000634: 1312-11784	0.43487627984853067	['Terpene']	Brevundimonas sp. SD212
LS-63	NODE_47_length_126828_cov_34.3	BGC0000630: 389-6051	0.43756833296427666	['Terpene']	Paracoccus haeundaensis
LS-63	NODE_47_length_126828_cov_34.3	BGC0000656: 169-3770	0.44398169496216755	['Terpene']	Xanthobacter autotrophicus Py2
LS-63	NODE_47_length_126828_cov_34.3	BGC0000633: 0-14284	0.44323575087389755	['Terpene']	Streptomyces avermitilis
LS-63	NODE_47_length_126828_cov_34.3	BGC0000646: 60-6380	0.4398512367710438	['Terpene']	uncultured bacterium
LS-63	NODE_47_length_126828_cov_34.3	BGC0000664: 0-8391	0.4379503548003344	['Terpene']	Streptomyces griseus subsp. griseus NBRC 13350
LS-63	NODE_47_length_126828_cov_34.3	BGC0002630: 0-4291	0.444725481882478	['RiPP']	Lysobacter antibioticus
LS-63	NODE_47_length_126828_cov_34.3	BGC0000643: 363-10046	0.43371263676379795	['Terpene']	Brevundimonas vesicularis
LS-63	NODE_47_length_126828_cov_34.3	BGC0001684: 0-4789	0.470013919237054	['Other']	Klebsiella variicola
LS-63	NODE_47_length_126828_cov_34.3	BGC0000645: 0-7475	0.44022960565508285	['Terpene']	Halobacillus halophilus DSM 2266
LS-63	NODE_47_length_126828_cov_34.3	BGC0001227: 0-12144	0.43448907485981697	['Terpene']	Streptomyces collinus Tu 365
LS-63	NODE_47_length_126828_cov_34.3	BGC0000486: 1577-4152	0.43448907485981697	['RiPP']	Butyrivibrio fibrisolvens
LS-63	NODE_47_length_126828_cov_34.3	BGC0001594: 0-38842	0.4333233916573239	['Alkaloid']	Fischerella muscicola UTEX 1829
LS-63	NODE_47_length_126828_cov_34.3	BGC0001222: 137-3363	0.4217077759677249	['RiPP']	Lactobacillus acidophilus
LS-63	NODE_47_length_126828_cov_34.3	BGC0000491: 370-3596	0.41963412277761947	['RiPP']	Lactobacillus gasseri
LS-63	NODE_47_length_126828_cov_34.3	BGC0000500: 0-8863	0.4183787764709534	['RiPP']	Carnobacterium maltaromaticum
LS-63	NODE_47_length_126828_cov_34.3	BGC0002306: 0-3536	0.4183787764709534	['RiPP']	Paenibacillus polymyxa ATCC 842
LS-63	NODE_47_length_126828_cov_34.3	BGC0000504: 606-7471	0.41455991536812	['RiPP']	Plasmid pAD1
LS-63	NODE_47_length_126828_cov_34.3	BGC0001456: 0-9777	0.44398169496216755	['Terpene']	Streptomyces argillaceus
LS-63	NODE_47_length_126828_cov_34.3	BGC0002322: 0-4106	0.41196752847951973	['Other']	Citrobacter pasteurii
LS-63	NODE_47_length_126828_cov_34.3	BGC0000635: 630-8818	0.4406073844828075	['Terpene']	Paracoccus sp. N81106
LS-63	NODE_47_length_126828_cov_34.3	BGC0000642: 1771-9054	0.43718568313530165	['Terpene']	Enterobacteriaceae bacterium DC413
LS-63	NODE_47_length_126828_cov_34.3	BGC0001887: 1126-4317	0.43871253664578047	['RiPP']	Bacillus thuringiensis serovar huazhongensis BGSC 4BD1
LS-63	NODE_47_length_126828_cov_34.3	BGC0000668: 125-36568	0.43718568313530165	['Terpene', 'Alkaloid']	Hapalosiphon welwitschii UTEX B 1830
LS-63	NODE_47_length_126828_cov_34.3	BGC0000523: 0-15754	0.4476798264873184	['RiPP']	Lactobacillus sakei
LS-63	NODE_47_length_126828_cov_34.3	BGC0000649: 148-10747	0.4273981294606293	['Terpene']	Streptomyces griseus subsp. griseus NBRC 13350
LS-63	NODE_47_length_126828_cov_34.3	BGC0002531: 214-11704	0.4171147854046615	['NRP']	Burkholderia ambifaria AMMD
LS-63	NODE_47_length_126828_cov_34.3	BGC0001526: 0-14417	0.4289946405296747	['Other']	Synechocystis salina LEGE 06099
LS-63	NODE_47_length_126828_cov_34.3	BGC0001501: 0-42974	0.4333233916573239	['Alkaloid']	Fischerella sp. TAU
LS-63	NODE_47_length_126828_cov_34.3	BGC0000520: 1-9481	0.4137000565967187	['RiPP']	Lactococcus lactis
LS-63	NODE_47_length_126828_cov_34.3	BGC0002144: 0-5515	0.42978829354292214	['RiPP']	Rhizobium sp. Pop5
LS-63	NODE_47_length_126828_cov_34.3	BGC0001126: 256-41538	0.4333233916573239	['Terpene', 'Alkaloid']	Fischerella ambigua UTEX 1903
LS-63	NODE_47_length_126828_cov_34.3	BGC0001612: 0-41276	0.4333233916573239	['Alkaloid']	Fischerella ambigua UTEX 1903
LS-63	NODE_47_length_126828_cov_34.3	BGC0001364: 3-17587	0.47378595378030286	['RiPP']	Actinomadura atramentaria DSM 43919
LS-63	NODE_47_length_126828_cov_34.3	BGC0000568: 0-5145	0.420881053711368	['RiPP']	Escherichia coli
LS-63	NODE_47_length_126828_cov_34.3	BGC0000802: 0-10580	0.4204663312331509	['Saccharide']	Sinorhizobium meliloti
LS-63	NODE_47_length_126828_cov_34.3	BGC0001579: 0-8838	0.470701897761078	['RiPP']	Streptomyces cinnamoneus
LS-63	NODE_47_length_126828_cov_34.3	BGC0000563: 185-5330	0.4641225769357183	['RiPP']	Streptomyces venezuelae ATCC 10712
LS-63	NODE_47_length_126828_cov_34.3	BGC0001226: 0-6018	0.46061629908785057	['RiPP']	Streptomyces collinus Tu 365
LS-63	NODE_47_length_126828_cov_34.3	BGC0001595: 67-28084	0.4333233916573239	['Alkaloid']	Fischerella sp. SAG 46.79
LS-63	NODE_47_length_126828_cov_34.3	BGC0001559: 32-13103	0.4333233916573239	['RiPP']	Chondromyces crocatus
LS-63	NODE_47_length_126828_cov_34.3	BGC0001525: 0-16392	0.4289946405296747	['Other']	Synechocystis salina LEGE 06155
LS-63	NODE_47_length_126828_cov_34.3	BGC0001779: 0-6292	0.470701897761078	['RiPP']	Streptomyces nodosus
LS-63	NODE_47_length_126828_cov_34.3	BGC0001173: 0-9945	0.4651682569966671	['RiPP']	Bacillus pumilus ATCC 7061
LS-63	NODE_47_length_126828_cov_34.3	BGC0002710: 0-33332	0.4175370907392536	['NRP']	Metarhizium robertsii ARSEF 23
LS-63	NODE_47_length_126828_cov_34.3	BGC0001606: 0-22544	0.4154156066805986	['Polyketide']	Fusarium fujikuroi IMI 58289
LS-63	NODE_128_length_83719_cov_30.4	BGC0001849: 0-6950	0.4567193232509079	['RiPP']	Streptomyces varsoviensis
LS-63	NODE_128_length_83719_cov_30.4	BGC0002306: 0-3536	0.41021738890123133	['RiPP']	Paenibacillus polymyxa ATCC 842
LS-63	NODE_128_length_83719_cov_30.4	BGC0002560: 0-11740	0.4592043145567745	['RiPP']	Streptomyces sp. NRRL S-4
LS-63	NODE_128_length_83719_cov_30.4	BGC0001174: 248-6052	0.40889282963454704	['RiPP']	Corynebacterium urealyticum DSM 7111
LS-63	NODE_128_length_83719_cov_30.4	BGC0000620: 992-16553	0.4192166202343247	['RiPP']	Lactococcus lactis
LS-63	NODE_128_length_83719_cov_30.4	BGC0002630: 0-4291	0.4187981742969395	['RiPP']	Lysobacter antibioticus
LS-63	NODE_128_length_83719_cov_30.4	BGC0002322: 0-4106	0.4171147854046615	['Other']	Citrobacter pasteurii
LS-63	NODE_128_length_83719_cov_30.4	BGC0001173: 0-9945	0.41455991536812	['RiPP']	Bacillus pumilus ATCC 7061
LS-63	NODE_128_length_83719_cov_30.4	BGC0001743: 0-3047	0.4137000565967187	['RiPP']	Lactobacillus plantarum
LS-63	NODE_128_length_83719_cov_30.4	BGC0000571: 0-4574	0.4137000565967187	['RiPP']	Paraburkholderia rhizoxinica HKI 454
LS-63	NODE_128_length_83719_cov_30.4	BGC0002312: 3-4377	0.41196752847951973	['RiPP']	Burkholderia ubonensis
LS-63	NODE_128_length_83719_cov_30.4	BGC0002486: 0-10474	0.41021738890123133	['RiPP']	Tolypothrix sp. PCC 7601
LS-63	NODE_128_length_83719_cov_30.4	BGC0001170: 0-8486	0.4249795215257659	['RiPP']	Clostridium sporogenes ATCC 15579
LS-63	NODE_128_length_83719_cov_30.4	BGC0000564: 0-8634	0.42375907070668906	['RiPP']	Clostridium botulinum A str. ATCC 3502
LS-63	NODE_128_length_83719_cov_30.4	BGC0000566: 0-8290	0.4192166202343247	['RiPP']	Streptococcus pyogenes M1 GAS
LS-63	NODE_128_length_83719_cov_30.4	BGC0000528: 0-8183	0.4241667329454437	['RiPP']	Clavibacter michiganensis subsp. michiganensis NCPPB 382
LS-63	NODE_128_length_83719_cov_30.4	BGC0000517: 0-9116	0.4183787764709534	['RiPP']	Bacillus halodurans C-125
LS-63	NODE_128_length_83719_cov_30.4	BGC0001802: 854-10845	0.46219818455670625	['RiPP']	Streptomyces malaysiense
LS-63	NODE_128_length_83719_cov_30.4	BGC0001696: 0-9985	0.4620227547592456	['RiPP']	Streptomyces sp.
LS-63	NODE_128_length_83719_cov_30.4	BGC0001552: 0-4341	0.416691493321005	['RiPP']	Streptomyces avermitilis MA-4680 = NBRC 14893
LS-63	NODE_128_length_83719_cov_30.4	BGC0001356: 0-5701	0.41326854053120765	['RiPP']	Paenibacillus dendritiformis C454
LS-63	NODE_128_length_83719_cov_30.4	BGC0002551: 210-13006	0.4179584181749426	['Alkaloid', 'RiPP', 'Terpene']	Nostoc sp. UHCC-0398
LS-63	NODE_128_length_83719_cov_30.4	BGC0002485: 143-14387	0.4175370907392536	['RiPP', 'Alkaloid']	Desmonostoc sp. PCC 7906
LS-63	NODE_128_length_83719_cov_30.4	BGC0000625: 1-15454	0.450965921461835	['RiPP']	Streptomyces olivoviridis
LS-63	NODE_128_length_83719_cov_30.4	BGC0002487: 0-9259	0.4233505531312202	['Other']	Staphylococcus aureus subsp. aureus Mu50
LS-63	NODE_128_length_83719_cov_30.4	BGC0000474: 73-12508	0.4183787764709534	['RiPP']	Microcystis aeruginosa PCC 7806
LS-63	NODE_128_length_83719_cov_30.4	BGC0000473: 867-13221	0.4175370907392536	['RiPP']	Microcystis aeruginosa NIES-298
LS-63	NODE_128_length_83719_cov_30.4	BGC0000483: 1302-13724	0.40933550912807887	['RiPP']	Microcystis aeruginosa PCC 9432
LS-63	NODE_128_length_83719_cov_30.4	BGC0000475: 226-12455	0.41283595373477605	['RiPP']	Prochloron didemni
LS-63	NODE_128_length_83719_cov_30.4	BGC0000916: 0-13846	0.4360339095255409	['Other']	Staphylococcus carnosus
LS-63	NODE_128_length_83719_cov_30.4	BGC0000480: 0-11821	0.41109470080387256	['RiPP']	Nostoc spongiaeforme var. tenue str. Carmeli
LS-63	NODE_128_length_83719_cov_30.4	BGC0002298: 82-4971	0.4273981294606293	['RiPP']	Sanguibacter keddieii DSM 10542
LS-63	NODE_128_length_83719_cov_30.4	BGC0000560: 1037-9106	0.4154156066805986	['RiPP']	Bacillus subtilis
LS-63	NODE_128_length_83719_cov_30.4	BGC0000471: 0-12970	0.41326854053120765	['RiPP']	Oscillatoria nigro-viridis PCC 7112
LS-63	NODE_128_length_83719_cov_30.4	BGC0000917: 216-2477	0.4398512367710438	['Other']	Rhodobacter capsulatus
LS-63	NODE_128_length_83719_cov_30.4	BGC0000496: 0-7345	0.4149882772311155	['RiPP']	Streptomyces griseus subsp. griseus NBRC 13350
LS-63	NODE_128_length_83719_cov_30.4	BGC0001618: 70-8595	0.41065661056490554	['RiPP']	Staphylococcus hyicus
LS-63	NODE_128_length_83719_cov_30.4	BGC0001789: 336-13567	0.4277984248471682	['RiPP']	Streptococcus suis
LS-63	NODE_128_length_83719_cov_30.4	BGC0001407: 0-10802	0.4179584181749426	['RiPP']	Bacillus cereus SJ1
LS-63	NODE_128_length_83719_cov_30.4	BGC0001311: 105-15400	0.41626720554579544	['RiPP']	Ruminococcus flavefaciens FD-1
LS-63	NODE_128_length_83719_cov_30.4	BGC0000541: 0-9113	0.4158419130427998	['RiPP']	Paenibacillus polymyxa
LS-63	NODE_128_length_83719_cov_30.4	BGC0001145: 0-15726	0.416691493321005	['RiPP']	Streptomyces mobaraensis NBRC 13819 = DSM 40847
LS-63	NODE_128_length_83719_cov_30.4	BGC0000537: 593-14133	0.420881053711368	['RiPP']	Streptococcus uberis
LS-63	NODE_128_length_83719_cov_30.4	BGC0000547: 618-22455	0.4325428189463254	['RiPP']	Streptococcus salivarius
LS-63	NODE_128_length_83719_cov_30.4	BGC0002120: 0-17918	0.4592043145567745	['RiPP']	Nocardia terpenica IFM 0706
LS-63	NODE_128_length_83719_cov_30.4	BGC0000536: 172-13528	0.416691493321005	['RiPP']	Lactococcus lactis
LS-63	NODE_128_length_83719_cov_30.4	BGC0000552: 1388-11054	0.40889282963454704	['RiPP']	Streptococcus mutans
LS-63	NODE_128_length_83719_cov_30.4	BGC0002669: 243-42838	0.4455905586588286	['RiPP']	Streptomyces sp. NRRL S-87
LS-63	NODE_128_length_83719_cov_30.4	BGC0000934: 146-25006	0.4261924757145468	['Other (Phenazine)']	Kitasatospora sp. HKI 714
LS-63	NODE_128_length_83719_cov_30.4	BGC0002110: 0-11040	0.420881053711368	['RiPP']	Streptomyces rimosus subsp. rimosus WC-3908
LS-63	NODE_171_length_73986_cov_19.9	BGC0001534: 799-5264	0.4489623089578517	['Other']	Streptomyces filamentosus
LS-63	NODE_171_length_73986_cov_19.9	BGC0000852: 415-2854	0.44323575087389755	['Other']	Sporosarcina pasteurii
LS-63	NODE_171_length_73986_cov_19.9	BGC0000858: 213-3827	0.4406073844828075	['Other']	Methylobacter marinus
LS-63	NODE_171_length_73986_cov_19.9	BGC0000859: 258-3305	0.43947227253786675	['Other']	Methylomicrobium alcaliphilum
LS-63	NODE_171_length_73986_cov_19.9	BGC0000857: 300-4871	0.43526281671361733	['Other']	Methylophaga alcalica
LS-63	NODE_171_length_73986_cov_19.9	BGC0000919: 746-6062	0.4333233916573239	['Other']	Pseudomonas syringae
LS-63	NODE_171_length_73986_cov_19.9	BGC0000855: 245-3455	0.4321514790331078	['Other']	Methylomicrobium kenyense
LS-63	NODE_171_length_73986_cov_19.9	BGC0000860: 710-5134	0.4245735473936642	['Other']	Methylarcula marina
LS-63	NODE_171_length_73986_cov_19.9	BGC0000856: 517-4347	0.4233505531312202	['Other']	Methylophaga thalassica
LS-63	NODE_171_length_73986_cov_19.9	BGC0002052: 188-3620	0.44546715047810737	['Other (Ectoine)']	Streptomyces sp.
LS-63	NODE_171_length_73986_cov_19.9	BGC0000854: 838-6879	0.43756833296427666	['Other']	Methylomicrobium alcaliphilum 20Z
LS-63	NODE_171_length_73986_cov_19.9	BGC0000853: 8-3345	0.43756833296427666	['Other']	Streptomyces anulatus
LS-63	NODE_171_length_73986_cov_19.9	BGC0001736: 2389-12888	0.43410119582301154	['NRP']	Photorhabdus laumondii subsp. laumondii TTO1
LS-63	NODE_171_length_73986_cov_19.9	BGC0000707: 0-7321	0.4281979372493362	['Saccharide']	Streptomyces kasugaensis
LS-63	NODE_171_length_73986_cov_19.9	BGC0001364: 3-17587	0.47035803345424165	['RiPP']	Actinomadura atramentaria DSM 43919
LS-63	NODE_171_length_73986_cov_19.9	BGC0000616: 0-4173	0.44877945889681464	['RiPP']	Bacillus velezensis FZB42
LS-63	NODE_171_length_73986_cov_19.9	BGC0001488: 0-13752	0.44583720239011077	['Other']	Pseudomonas fluorescens WH6
LS-63	NODE_171_length_73986_cov_19.9	BGC0002150: 0-3220	0.44022960565508285	['RiPP']	Streptomyces triculaminicus
LS-63	NODE_171_length_73986_cov_19.9	BGC0002151: 0-3226	0.44022960565508285	['RiPP']	Streptomyces griseocarneus
LS-63	NODE_171_length_73986_cov_19.9	BGC0002148: 5-12577	0.4179584181749426	['Alkaloid']	Sphaerospermopsis torques-reginae ITEP-024
LS-63	NODE_171_length_73986_cov_19.9	BGC0001222: 137-3363	0.4257889783866138	['RiPP']	Lactobacillus acidophilus
LS-63	NODE_171_length_73986_cov_19.9	BGC0000491: 370-3596	0.42375907070668906	['RiPP']	Lactobacillus gasseri
LS-63	NODE_171_length_73986_cov_19.9	BGC0002306: 0-3536	0.42253092142030146	['RiPP']	Paenibacillus polymyxa ATCC 842
LS-63	NODE_171_length_73986_cov_19.9	BGC0001862: 368-5173	0.4158419130427998	['RiPP']	Aeribacillus pallidus
LS-63	NODE_171_length_73986_cov_19.9	BGC0001510: 425-14535	0.43718568313530165	['Other']	Streptomyces hygrospinosus
LS-63	NODE_171_length_73986_cov_19.9	BGC0002683: 0-14011	0.4462067390357758	['Other']	Nostoc sp. PCC 7120 = FACHB-418
LS-63	NODE_171_length_73986_cov_19.9	BGC0001535: 334-3938	0.42978829354292214	['Other']	Streptomyces filamentosus
LS-63	NODE_171_length_73986_cov_19.9	BGC0001684: 0-4789	0.4424876102030259	['Other']	Klebsiella variicola
LS-63	NODE_171_length_73986_cov_19.9	BGC0002633: 0-11574	0.44657576511634234	['Other']	Leptolyngbya sp. PCC 7376
LS-63	NODE_171_length_73986_cov_19.9	BGC0000584: 0-3682	0.43136666092021825	['RiPP']	Escherichia coli
LS-63	NODE_171_length_73986_cov_19.9	BGC0000663: 0-13757	0.44583720239011077	['Terpene']	Streptomyces coelicolor A3(2)
LS-63	NODE_171_length_73986_cov_19.9	BGC0002535: 1708-15164	0.4450965785650841	['NRP']	Streptomyces celluloflavus
LS-63	NODE_171_length_73986_cov_19.9	BGC0002470: 0-31112	0.44398169496216755	['Other']	Synechococcus sp. PCC 7002
LS-63	NODE_171_length_73986_cov_19.9	BGC0001525: 0-16392	0.44098457850629286	['Other']	Synechocystis salina LEGE 06155
LS-63	NODE_171_length_73986_cov_19.9	BGC0001618: 70-8595	0.4364184770780596	['RiPP']	Staphylococcus hyicus
LS-63	NODE_171_length_73986_cov_19.9	BGC0001887: 1126-4317	0.4257889783866138	['RiPP']	Bacillus thuringiensis serovar huazhongensis BGSC 4BD1
LS-63	NODE_171_length_73986_cov_19.9	BGC0002382: 465-15791	0.44583720239011077	['RiPP']	Grimontia marina
LS-63	NODE_171_length_73986_cov_19.9	BGC0001660: 0-7887	0.4524144586629455	['RiPP']	Marinactinospora thermotolerans
LS-63	NODE_171_length_73986_cov_19.9	BGC0001599: 0-9373	0.444725481882478	['NRP']	Burkholderia cenocepacia H111
LS-63	NODE_171_length_73986_cov_19.9	BGC0001526: 0-14417	0.43871253664578047	['Other']	Synechocystis salina LEGE 06099
LS-63	NODE_171_length_73986_cov_19.9	BGC0001484: 0-36432	0.4183787764709534	['Other']	Actinomadura sp. ATCC 39365
LS-63	NODE_171_length_73986_cov_19.9	BGC0000498: 1-14995	0.43097317008931685	['RiPP']	Streptococcus equinus
LS-63	NODE_171_length_73986_cov_19.9	BGC0000561: 0-16402	0.43097317008931685	['RiPP']	Streptococcus thermophilus
LS-63	NODE_171_length_73986_cov_19.9	BGC0000586: 254-13092	0.4265951619267079	['RiPP']	Klebsiella pneumoniae RYC492
LS-63	NODE_171_length_73986_cov_19.9	BGC0000560: 1037-9106	0.42211979182415743	['RiPP']	Bacillus subtilis
LS-63	NODE_171_length_73986_cov_19.9	BGC0000626: 0-7622	0.4484133992994814	['RiPP']	Bacillus thuringiensis
LS-63	NODE_171_length_73986_cov_19.9	BGC0000600: 0-8141	0.4187981742969395	['RiPP']	Bacillus thuringiensis
LS-63	NODE_171_length_73986_cov_19.9	BGC0000634: 1312-11784	0.4187981742969395	['Terpene']	Brevundimonas sp. SD212
LS-63	NODE_171_length_73986_cov_19.9	BGC0000526: 0-15171	0.44211270367206834	['RiPP']	Streptococcus macedonicus
LS-63	NODE_171_length_73986_cov_19.9	BGC0001788: 460-11326	0.44173723294832024	['RiPP']	Streptococcus suis
LS-55	NODE_1_length_811299_cov_77.5	BGC0001825: 0-14850	0.43136666092021825	['NRP']	Xenorhabdus nematophila AN6/1
LS-55	NODE_1_length_811299_cov_77.5	BGC0001132: 0-12417	0.4413611929374029	['NRP']	Xenorhabdus nematophila ATCC 19061
LS-55	NODE_1_length_811299_cov_77.5	BGC0002276: 0-3813	0.5515866007005187	['NRP']	Aspergillus nidulans FGSC A4
LS-55	NODE_1_length_811299_cov_77.5	BGC0001135: 0-16848	0.44173723294832024	['NRP']	Xenorhabdus budapestensis
LS-55	NODE_1_length_811299_cov_77.5	BGC0001128: 35-15686	0.43526281671361733	['NRP']	Photorhabdus laumondii subsp. laumondii TTO1
LS-55	NODE_1_length_811299_cov_77.5	BGC0002286: 0-16374	0.43410119582301154	['NRP']	Photorhabdus laumondii subsp. laumondii TTO1
LS-55	NODE_1_length_811299_cov_77.5	BGC0000342: 1020-10416	0.4257889783866138	['NRP']	Fusarium equiseti
LS-55	NODE_1_length_811299_cov_77.5	BGC0002437: 0-10596	0.4379503548003344	['NRP']	Thermoactinomyces sp. AS95
LS-55	NODE_1_length_811299_cov_77.5	BGC0002135: 0-11508	0.43487627984853067	['NRP']	Xenorhabdus bovienii SS-2004
LS-55	NODE_1_length_811299_cov_77.5	BGC0001833: 14964-30015	0.436802399719611	['NRP']	Burkholderia gladioli
LS-55	NODE_1_length_811299_cov_77.5	BGC0002518: 0-10561	0.42699704415378664	['NRP']	Pseudomonas sp. SZ57
LS-55	NODE_1_length_811299_cov_77.5	BGC0001240: 0-28516	0.4171147854046615	['NRP']	Metarhizium robertsii
LS-55	NODE_1_length_811299_cov_77.5	BGC0000404: 1968-56662	0.4281979372493362	['NRP']	Penicillium chrysogenum
LS-55	NODE_1_length_811299_cov_77.5	BGC0001824: 0-17537	0.43136666092021825	['NRP']	Xenorhabdus beddingii
LS-55	NODE_1_length_811299_cov_77.5	BGC0001844: 234-20663	0.43718568313530165	['NRP']	Paraburkholderia rhizoxinica HKI 454
LS-55	NODE_1_length_811299_cov_77.5	BGC0001641: 0-49104	0.44286195759743435	['NRP']	Photorhabdus laumondii subsp. laumondii TTO1
LS-55	NODE_1_length_811299_cov_77.5	BGC0001758: 0-22977	0.43448907485981697	['NRP']	Paraburkholderia rhizoxinica HKI 454
LS-55	NODE_1_length_811299_cov_77.5	BGC0000307: 505-35485	0.43097317008931685	['NRP']	Aureobasidium pullulans
LS-55	NODE_1_length_811299_cov_77.5	BGC0002716: 0-53197	0.43526281671361733	['NRP']	Photorhabdus laumondii subsp. laumondii
LS-55	NODE_1_length_811299_cov_77.5	BGC0001131: 0-29471	0.44173723294832024	['NRP']	Xenorhabdus miraniensis
LS-55	NODE_1_length_811299_cov_77.5	BGC0000405: 0-57262	0.4281979372493362	['NRP']	Penicillium chrysogenum
LS-55	NODE_1_length_811299_cov_77.5	BGC0001768: 0-28114	0.4171147854046615	['NRP']	[Nectria] haematococca mpVI 77-13-4
LS-55	NODE_1_length_811299_cov_77.5	BGC0000417: 0-12076	0.429391844967733	['NRP']	Rhodococcus jostii RHA1
LS-55	NODE_1_length_811299_cov_77.5	BGC0002248: 5-21557	0.4183787764709534	['Terpene', 'NRP']	Aspergillus flavus NRRL3357
LS-55	NODE_1_length_811299_cov_77.5	BGC0001149: 0-12786	0.41413051166570236	['NRP', 'Saccharide']	Pseudomonas sp. SHC52
LS-55	NODE_1_length_811299_cov_77.5	BGC0001185: 0-11721	0.4325428189463254	['NRP']	Bacillus velezensis FZB42
LS-55	NODE_1_length_811299_cov_77.5	BGC0002555: 2045-61815	0.41065661056490554	['NRP', 'Polyketide']	Acremonium sp.
LS-55	NODE_1_length_811299_cov_77.5	BGC0002424: 0-19621	0.4321514790331078	['NRP']	Saccharothrix sp.
LS-55	NODE_4_length_604395_cov_79.6	BGC0000099: 0-8104	0.47617230910600056	['Polyketide']	Talaromyces marneffei
LS-55	NODE_4_length_604395_cov_79.6	BGC0002429: 0-14296	0.436802399719611	['Terpene', 'Polyketide']	Colletotrichum higginsianum IMI 349063
LS-55	NODE_4_length_604395_cov_79.6	BGC0002427: 0-21541	0.43448907485981697	['Terpene', 'Polyketide']	Metarhizium robertsii ARSEF 23
LS-55	NODE_4_length_604395_cov_79.6	BGC0001338: 273-42813	0.4859669318895449	['Polyketide']	Monascus ruber
LS-55	NODE_4_length_604395_cov_79.6	BGC0001976: 11125-46899	0.4637734017341469	['Terpene']	Phoma sp.
LS-55	NODE_4_length_604395_cov_79.6	BGC0001257: 399-7066	0.4158419130427998	['Polyketide']	Nodulisporium sp. ATCC74245
LS-55	NODE_4_length_604395_cov_79.6	BGC0002603: 0-17042	0.4305789495624038	['Polyketide']	Aspergillus versicolor
LS-55	NODE_4_length_604395_cov_79.6	BGC0002175: 214-6865	0.41455991536812	['Polyketide']	Aspergillus oryzae RIB40
LS-55	NODE_4_length_604395_cov_79.6	BGC0001258: 43-7265	0.41413051166570236	['Polyketide']	Glarea lozoyensis
LS-55	NODE_4_length_604395_cov_79.6	BGC0002154: 337-7126	0.41283595373477605	['Polyketide']	Pyricularia oryzae 70-15
LS-55	NODE_4_length_604395_cov_79.6	BGC0001906: 35-64276	0.41196752847951973	['Polyketide']	Daldinia eschscholzii IFB-TL01
LS-55	NODE_4_length_604395_cov_79.6	BGC0000013: 0-7849	0.4115316700147884	['Polyketide']	Aspergillus nidulans FGSC A4
LS-55	NODE_4_length_604395_cov_79.6	BGC0000156: 500-13275	0.41109470080387256	['Polyketide']	Aspergillus niger
LS-55	NODE_4_length_604395_cov_79.6	BGC0002236: 673-11427	0.40933550912807887	['Polyketide']	Aspergillus oryzae RIB40
